"Datum";"VertrekHalteCode";"VertrekHalteNaam";"VertrekLat";"VertrekLon";"AantalReizen"
"6/26/2020 12:00:00 AM";"";"Overig";"";"";"1"
"9/21/2020 12:00:00 AM";"";"Overig";"";"";"4106"
"9/21/2020 12:00:00 AM";"[[ Onb";"[[ Onbekend ]]";"0.00000000";"0.00000000";"1100"
"9/21/2020 12:00:00 AM";"00001";"Muiderpoortstation";"4.93287450";"52.36132700";"196"
"9/21/2020 12:00:00 AM";"00005";"Muiderpoortstation";"4.93280219";"52.36121887";"565"
"9/21/2020 12:00:00 AM";"00006";"Muiderpoortstation";"4.93368466";"52.36106048";"250"
"9/21/2020 12:00:00 AM";"00007";"Muiderpoortstation";"4.93356602";"52.36117686";"410"
"9/21/2020 12:00:00 AM";"00008";"Dapperstraat";"4.92977913";"52.36110836";"296"
"9/21/2020 12:00:00 AM";"00010";"Dapperstraat";"4.92891486";"52.36092527";"984"
"9/21/2020 12:00:00 AM";"00014";"Wijttenbachstraat";"4.92507537";"52.36027221";"68"
"9/21/2020 12:00:00 AM";"00017";"Linnaeusstraat";"4.92573745";"52.36013099";"486"
"9/21/2020 12:00:00 AM";"00018";"Diemerknoop";"5.00286153";"52.33537576";"72"
"9/21/2020 12:00:00 AM";"00019";"Diemerknoop";"5.00296377";"52.33543002";"123"
"9/21/2020 12:00:00 AM";"00020";"Beukenweg";"4.91674979";"52.35906203";"499"
"9/21/2020 12:00:00 AM";"00021";"Beukenweg";"4.91721293";"52.35829991";"250"
"9/21/2020 12:00:00 AM";"00023";"Beukenplein";"4.91809259";"52.35701816";"71"
"9/21/2020 12:00:00 AM";"00024";"Beukenplein";"4.91807544";"52.35725177";"261"
"9/21/2020 12:00:00 AM";"00029";"Oostpoort";"4.92719316";"52.35707185";"457"
"9/21/2020 12:00:00 AM";"00030";"Oostpoort";"4.92694026";"52.35739442";"393"
"9/21/2020 12:00:00 AM";"00039";"Hogeweg";"4.93084015";"52.35358075";"180"
"9/21/2020 12:00:00 AM";"00040";"Hogeweg";"4.93135765";"52.35321425";"130"
"9/21/2020 12:00:00 AM";"00044";"Fizeaustraat";"4.92432897";"52.34597881";"44"
"9/21/2020 12:00:00 AM";"00046";"Fizeaustraat";"4.92463808";"52.34589015";"67"
"9/21/2020 12:00:00 AM";"00049";"Lorentzlaan";"4.93131020";"52.34640137";"18"
"9/21/2020 12:00:00 AM";"00051";"Pekelharingstraat";"4.93652909";"52.34551360";"20"
"9/21/2020 12:00:00 AM";"00052";"Pekelharingstraat";"4.93677583";"52.34578417";"56"
"9/21/2020 12:00:00 AM";"00053";"Kruislaan";"4.93967974";"52.34742196";"36"
"9/21/2020 12:00:00 AM";"00054";"Kruislaan";"4.93899299";"52.34712277";"29"
"9/21/2020 12:00:00 AM";"00055";"Linnaeusparkweg";"4.94154593";"52.34865133";"46"
"9/21/2020 12:00:00 AM";"00059";"Radioweg";"4.93945830";"52.35337100";"48"
"9/21/2020 12:00:00 AM";"00060";"Radioweg";"4.93979325";"52.35363291";"126"
"9/21/2020 12:00:00 AM";"00061";"Archimedesweg";"4.93965454";"52.35574450";"17"
"9/21/2020 12:00:00 AM";"00062";"Archimedesweg";"4.93987652";"52.35556558";"58"
"9/21/2020 12:00:00 AM";"00065";"Hugo de Vrieslaan";"4.93487340";"52.35101676";"37"
"9/21/2020 12:00:00 AM";"00066";"Hugo de Vrieslaan";"4.93540468";"52.35073118";"144"
"9/21/2020 12:00:00 AM";"00070";"Kruislaan";"4.93993910";"52.34789929";"117"
"9/21/2020 12:00:00 AM";"00071";"Kruislaan";"4.94045564";"52.34761364";"175"
"9/21/2020 12:00:00 AM";"00074";"Brinkstraat";"4.94797289";"52.34285131";"33"
"9/21/2020 12:00:00 AM";"00076";"Brinkstraat";"4.94742604";"52.34324474";"259"
"9/21/2020 12:00:00 AM";"00079";"Zaaiersweg";"4.93840610";"52.33984947";"35"
"9/21/2020 12:00:00 AM";"00080";"Zaaiersweg";"4.93948574";"52.33900871";"31"
"9/21/2020 12:00:00 AM";"00113";"Dennenrode";"4.95124546";"52.32191297";"122"
"9/21/2020 12:00:00 AM";"00114";"Dennenrode";"4.95213839";"52.32209601";"36"
"9/21/2020 12:00:00 AM";"00116";"Station Ganzenhoef";"4.97272915";"52.32237665";"435"
"9/21/2020 12:00:00 AM";"00118";"Echtenstein";"4.95952116";"52.32463051";"36"
"9/21/2020 12:00:00 AM";"00119";"Echtenstein";"4.95972461";"52.32482898";"68"
"9/21/2020 12:00:00 AM";"00124";"Geldershoofd";"4.97091549";"52.32495876";"25"
"9/21/2020 12:00:00 AM";"00125";"Geldershoofd";"4.97088414";"52.32517435";"24"
"9/21/2020 12:00:00 AM";"00126";"Grubbehoeve";"4.97626815";"52.32352145";"51"
"9/21/2020 12:00:00 AM";"00127";"Grubbehoeve";"4.97765851";"52.32385882";"21"
"9/21/2020 12:00:00 AM";"00128";"Geerdinkhof";"4.98077720";"52.32287193";"35"
"9/21/2020 12:00:00 AM";"00129";"Geerdinkhof";"4.98025676";"52.32364309";"57"
"9/21/2020 12:00:00 AM";"00134";"Koornhorst";"4.98400929";"52.31907218";"62"
"9/21/2020 12:00:00 AM";"00135";"Koornhorst";"4.98396309";"52.31931470";"144"
"9/21/2020 12:00:00 AM";"00141";"Kraaienneststation";"4.97868390";"52.31603403";"459"
"9/21/2020 12:00:00 AM";"00144";"Kikkenstein";"4.97237050";"52.31680298";"161"
"9/21/2020 12:00:00 AM";"00145";"Kikkenstein";"4.97271326";"52.31621998";"59"
"9/21/2020 12:00:00 AM";"00146";"Gooioord";"4.96906535";"52.32048532";"39"
"9/21/2020 12:00:00 AM";"00147";"Gooioord";"4.96936376";"52.31994711";"73"
"9/21/2020 12:00:00 AM";"00150";"Tulastraat";"4.96535973";"52.31994189";"411"
