"Datum";"AankomstHalteCode";"AankomstHalteNaam";"AankomstLat";"AankomstLon";"AantalReizen"
"6/26/2020 12:00:00 AM";"";"Overig";"";"";"1"
"9/21/2020 12:00:00 AM";"";"Overig";"";"";"4195"
"9/21/2020 12:00:00 AM";"[[ Onb";"[[ Onbekend ]]";"0.00000000";"0.00000000";"7255"
"9/21/2020 12:00:00 AM";"00001";"Muiderpoortstation";"4.93287450";"52.36132700";"111"
"9/21/2020 12:00:00 AM";"00005";"Muiderpoortstation";"4.93280219";"52.36121887";"407"
"9/21/2020 12:00:00 AM";"00006";"Muiderpoortstation";"4.93368466";"52.36106048";"189"
"9/21/2020 12:00:00 AM";"00007";"Muiderpoortstation";"4.93356602";"52.36117686";"540"
"9/21/2020 12:00:00 AM";"00008";"Dapperstraat";"4.92977913";"52.36110836";"954"
"9/21/2020 12:00:00 AM";"00010";"Dapperstraat";"4.92891486";"52.36092527";"372"
"9/21/2020 12:00:00 AM";"00014";"Wijttenbachstraat";"4.92507537";"52.36027221";"163"
"9/21/2020 12:00:00 AM";"00017";"Linnaeusstraat";"4.92573745";"52.36013099";"188"
"9/21/2020 12:00:00 AM";"00018";"Diemerknoop";"5.00286153";"52.33537576";"89"
"9/21/2020 12:00:00 AM";"00019";"Diemerknoop";"5.00296377";"52.33543002";"68"
"9/21/2020 12:00:00 AM";"00020";"Beukenweg";"4.91674979";"52.35906203";"230"
"9/21/2020 12:00:00 AM";"00021";"Beukenweg";"4.91721293";"52.35829991";"458"
"9/21/2020 12:00:00 AM";"00023";"Beukenplein";"4.91809259";"52.35701816";"277"
"9/21/2020 12:00:00 AM";"00024";"Beukenplein";"4.91807544";"52.35725177";"58"
"9/21/2020 12:00:00 AM";"00029";"Oostpoort";"4.92719316";"52.35707185";"429"
"9/21/2020 12:00:00 AM";"00030";"Oostpoort";"4.92694026";"52.35739442";"397"
"9/21/2020 12:00:00 AM";"00039";"Hogeweg";"4.93084015";"52.35358075";"111"
"9/21/2020 12:00:00 AM";"00040";"Hogeweg";"4.93135765";"52.35321425";"151"
"9/21/2020 12:00:00 AM";"00041";"Maxwellstraat";"4.93019273";"52.34803283";"26"
"9/21/2020 12:00:00 AM";"00044";"Fizeaustraat";"4.92432897";"52.34597881";"65"
"9/21/2020 12:00:00 AM";"00046";"Fizeaustraat";"4.92463808";"52.34589015";"58"
"9/21/2020 12:00:00 AM";"00048";"Lorentzlaan";"4.93197648";"52.34582872";"18"
"9/21/2020 12:00:00 AM";"00051";"Pekelharingstraat";"4.93652909";"52.34551360";"53"
"9/21/2020 12:00:00 AM";"00052";"Pekelharingstraat";"4.93677583";"52.34578417";"34"
"9/21/2020 12:00:00 AM";"00053";"Kruislaan";"4.93967974";"52.34742196";"100"
"9/21/2020 12:00:00 AM";"00054";"Kruislaan";"4.93899299";"52.34712277";"14"
"9/21/2020 12:00:00 AM";"00059";"Radioweg";"4.93945830";"52.35337100";"158"
"9/21/2020 12:00:00 AM";"00060";"Radioweg";"4.93979325";"52.35363291";"59"
"9/21/2020 12:00:00 AM";"00061";"Archimedesweg";"4.93965454";"52.35574450";"71"
"9/21/2020 12:00:00 AM";"00062";"Archimedesweg";"4.93987652";"52.35556558";"10"
"9/21/2020 12:00:00 AM";"00065";"Hugo de Vrieslaan";"4.93487340";"52.35101676";"92"
"9/21/2020 12:00:00 AM";"00066";"Hugo de Vrieslaan";"4.93540468";"52.35073118";"50"
"9/21/2020 12:00:00 AM";"00070";"Kruislaan";"4.93993910";"52.34789929";"265"
"9/21/2020 12:00:00 AM";"00071";"Kruislaan";"4.94045564";"52.34761364";"33"
"9/21/2020 12:00:00 AM";"00074";"Brinkstraat";"4.94797289";"52.34285131";"211"
"9/21/2020 12:00:00 AM";"00076";"Brinkstraat";"4.94742604";"52.34324474";"30"
"9/21/2020 12:00:00 AM";"00079";"Zaaiersweg";"4.93840610";"52.33984947";"32"
"9/21/2020 12:00:00 AM";"00080";"Zaaiersweg";"4.93948574";"52.33900871";"49"
"9/21/2020 12:00:00 AM";"00113";"Dennenrode";"4.95124546";"52.32191297";"47"
"9/21/2020 12:00:00 AM";"00114";"Dennenrode";"4.95213839";"52.32209601";"179"
"9/21/2020 12:00:00 AM";"00116";"Station Ganzenhoef";"4.97272915";"52.32237665";"241"
"9/21/2020 12:00:00 AM";"00118";"Echtenstein";"4.95952116";"52.32463051";"75"
"9/21/2020 12:00:00 AM";"00119";"Echtenstein";"4.95972461";"52.32482898";"30"
"9/21/2020 12:00:00 AM";"00124";"Geldershoofd";"4.97091549";"52.32495876";"19"
"9/21/2020 12:00:00 AM";"00125";"Geldershoofd";"4.97088414";"52.32517435";"41"
"9/21/2020 12:00:00 AM";"00126";"Grubbehoeve";"4.97626815";"52.32352145";"36"
"9/21/2020 12:00:00 AM";"00127";"Grubbehoeve";"4.97765851";"52.32385882";"37"
"9/21/2020 12:00:00 AM";"00128";"Geerdinkhof";"4.98077720";"52.32287193";"68"
"9/21/2020 12:00:00 AM";"00129";"Geerdinkhof";"4.98025676";"52.32364309";"31"
"9/21/2020 12:00:00 AM";"00134";"Koornhorst";"4.98400929";"52.31907218";"182"
"9/21/2020 12:00:00 AM";"00135";"Koornhorst";"4.98396309";"52.31931470";"59"
"9/21/2020 12:00:00 AM";"00141";"Kraaienneststation";"4.97868390";"52.31603403";"393"
"9/21/2020 12:00:00 AM";"00144";"Kikkenstein";"4.97237050";"52.31680298";"69"
"9/21/2020 12:00:00 AM";"00145";"Kikkenstein";"4.97271326";"52.31621998";"203"
"9/21/2020 12:00:00 AM";"00146";"Gooioord";"4.96906535";"52.32048532";"86"
"9/21/2020 12:00:00 AM";"00147";"Gooioord";"4.96936376";"52.31994711";"133"
"9/21/2020 12:00:00 AM";"00150";"Tulastraat";"4.96535973";"52.31994189";"272"
"9/21/2020 12:00:00 AM";"00151";"Tulastraat";"4.96584458";"52.31985374";"412"
"9/21/2020 12:00:00 AM";"00152";"Florijn";"4.95859163";"52.31758973";"214"
"9/21/2020 12:00:00 AM";"00153";"Florijn";"4.95971907";"52.31778255";"266"
"9/21/2020 12:00:00 AM";"00157";"Dolingadreef";"4.94847023";"52.31925132";"102"
"9/21/2020 12:00:00 AM";"00158";"Dolingadreef";"4.94901581";"52.31895674";"119"
"9/21/2020 12:00:00 AM";"00167";"Hogevecht";"4.95956435";"52.30947729";"99"
"9/21/2020 12:00:00 AM";"00168";"Hogevecht";"4.95997517";"52.30945181";"51"
"9/21/2020 12:00:00 AM";"00169";"Huigenbos";"4.96076438";"52.30666844";"84"
"9/21/2020 12:00:00 AM";"00170";"Huigenbos";"4.96083553";"52.30689339";"19"
"9/21/2020 12:00:00 AM";"00171";"Maasdrielhof";"4.96483898";"52.30220714";"87"
"9/21/2020 12:00:00 AM";"00172";"Holendrechtplein";"4.96402882";"52.29952588";"212"
"9/21/2020 12:00:00 AM";"00174";"Maasdrielhof";"4.96548788";"52.30180501";"18"
"9/21/2020 12:00:00 AM";"00177";"Nelson Mandelapark";"4.96435995";"52.31095055";"23"
"9/21/2020 12:00:00 AM";"00178";"Nelson Mandelapark";"4.96403676";"52.31101231";"51"
"9/21/2020 12:00:00 AM";"00179";"Kelbergen";"4.97179997";"52.31351146";"113"
"9/21/2020 12:00:00 AM";"00180";"Kelbergen";"4.97143303";"52.31354612";"120"
"9/21/2020 12:00:00 AM";"00187";"Geinbrug";"5.01277616";"52.30448073";"17"
"9/21/2020 12:00:00 AM";"00197";"Annie Romeinplein";"4.97162041";"52.32173463";"488"
"9/21/2020 12:00:00 AM";"00198";"Annie Romeinplein";"4.96998049";"52.32143226";"58"
"9/21/2020 12:00:00 AM";"00199";"Station Ganzenhoef";"4.97329456";"52.32308866";"161"
"9/21/2020 12:00:00 AM";"00200";"Station Ganzenhoef";"4.97508507";"52.32297807";"77"
"9/21/2020 12:00:00 AM";"00205";"Station Holendrecht";"4.95865657";"52.29716971";"151"
"9/21/2020 12:00:00 AM";"00207";"Rhenenhof";"4.97082721";"52.29838160";"26"
"9/21/2020 12:00:00 AM";"00210";"Hakfort";"4.95541377";"52.30805113";"11"
"9/21/2020 12:00:00 AM";"00211";"Station Holendrecht";"4.95889207";"52.29707170";"24"
"9/21/2020 12:00:00 AM";"00238";"Anton de Komplein";"4.95413359";"52.31603659";"620"
"9/21/2020 12:00:00 AM";"00239";"Anton de Komplein";"4.95597669";"52.31652866";"463"
"9/21/2020 12:00:00 AM";"00250";"Station Diemen Zuid";"4.95668889";"52.33081280";"63"
"9/21/2020 12:00:00 AM";"00251";"Station Diemen Zuid";"4.95681979";"52.33093012";"86"
"9/21/2020 12:00:00 AM";"00252";"Tarwekamp";"4.95487876";"52.33290035";"12"
"9/21/2020 12:00:00 AM";"00253";"Tarwekamp";"4.95472987";"52.33312450";"42"
"9/21/2020 12:00:00 AM";"00257";"Kruidenommegang";"4.93939127";"52.32800734";"14"
"9/21/2020 12:00:00 AM";"00258";"Burg. van Damstraat";"4.94155946";"52.33414518";"16"
"9/21/2020 12:00:00 AM";"00259";"Burg. van Damstraat";"4.94174830";"52.33433463";"22"
"9/21/2020 12:00:00 AM";"00295";"Dalsteindreef";"4.94234237";"52.32482782";"15"
"9/21/2020 12:00:00 AM";"00296";"Dalsteindreef";"4.94241589";"52.32481012";"36"
"9/21/2020 12:00:00 AM";"00305";"Leusdenhof";"4.97849180";"52.30981383";"24"
"9/21/2020 12:00:00 AM";"00306";"Leusdenhof";"4.97837367";"52.30990330";"54"
"9/21/2020 12:00:00 AM";"00307";"Leerdamhof";"4.97402711";"52.30740757";"16"
"9/21/2020 12:00:00 AM";"00314";"Leerdamhof";"4.97526283";"52.30538963";"26"
"9/21/2020 12:00:00 AM";"00321";"Gaasperplas (uitstap)";"4.98513910";"52.31091514";"73"
"9/21/2020 12:00:00 AM";"00330";"Middenweg";"4.93455629";"52.35044932";"94"
"9/21/2020 12:00:00 AM";"00331";"Station Reigersbos";"4.97350466";"52.29737537";"75"
"9/21/2020 12:00:00 AM";"00333";"Schoonhovendreef";"4.97463519";"52.29402687";"36"
"9/21/2020 12:00:00 AM";"00334";"Scherpenzeelstraat";"4.97740256";"52.29276921";"11"
"9/21/2020 12:00:00 AM";"00335";"Scherpenzeelstraat";"4.97724033";"52.29287650";"31"
"9/21/2020 12:00:00 AM";"00336";"Schaarsbergenstraat";"4.98158109";"52.29265779";"10"
"9/21/2020 12:00:00 AM";"00337";"Schaarsbergenstraat";"4.98130170";"52.29275570";"32"
"9/21/2020 12:00:00 AM";"00338";"Staverdenplein";"4.98602093";"52.29282573";"16"
"9/21/2020 12:00:00 AM";"00339";"Staverdenplein";"4.98584439";"52.29289703";"32"
"9/21/2020 12:00:00 AM";"00341";"Woudrichemstraat";"4.98882309";"52.29418337";"40"
"9/21/2020 12:00:00 AM";"00343";"W. Gertenbachstraat";"4.98914971";"52.29863342";"33"
"9/21/2020 12:00:00 AM";"00345";"Station Gein";"4.98911240";"52.29625153";"86"
"9/21/2020 12:00:00 AM";"00346";"Station Gein";"4.98935990";"52.29644111";"15"
"9/21/2020 12:00:00 AM";"00349";"Woudrichemstraat";"4.98905625";"52.29433694";"10"
"9/21/2020 12:00:00 AM";"00351";"Dostojevskisingel";"4.94525272";"52.32275356";"247"
"9/21/2020 12:00:00 AM";"00352";"Dostojevskisingel";"4.94457408";"52.32314649";"76"
"9/21/2020 12:00:00 AM";"00364";"Boven Rijkersloot";"4.95497934";"52.33462636";"19"
"9/21/2020 12:00:00 AM";"00365";"Boven Rijkersloot";"4.95544506";"52.33501454";"42"
"9/21/2020 12:00:00 AM";"00370";"Plataanstraat";"4.94100436";"52.33244440";"17"
"9/21/2020 12:00:00 AM";"00371";"Plataanstraat";"4.94103424";"52.33239059";"36"
"9/21/2020 12:00:00 AM";"00419";"Wamelstraat";"4.98591342";"52.30148959";"41"
"9/21/2020 12:00:00 AM";"00421";"Veenendaalplein";"4.98085559";"52.30147232";"56"
"9/21/2020 12:00:00 AM";"00432";"Diemerbrug";"4.96142958";"52.33824484";"294"
"9/21/2020 12:00:00 AM";"00434";"Bijlmerplein";"4.95032022";"52.31457553";"304"
"9/21/2020 12:00:00 AM";"00436";"Industrieweg";"4.94609590";"52.33533058";"10"
"9/21/2020 12:00:00 AM";"00437";"Industrieweg";"4.94540223";"52.33574143";"11"
"9/21/2020 12:00:00 AM";"00441";"Muiderpoortstation";"4.93254137";"52.36088532";"246"
"9/21/2020 12:00:00 AM";"00442";"Beukenhorst";"4.96005659";"52.33759278";"24"
"9/21/2020 12:00:00 AM";"00443";"Beukenhorst";"4.96005866";"52.33737708";"63"
"9/21/2020 12:00:00 AM";"00444";"Linnaeusstraat";"4.92490296";"52.35991203";"408"
"9/21/2020 12:00:00 AM";"00453";"Diemen Sniep";"4.96964866";"52.33644962";"199"
"9/21/2020 12:00:00 AM";"00464";"Hogeschool InHolland";"4.95958754";"52.32687769";"120"
"9/21/2020 12:00:00 AM";"00465";"Hogeschool InHolland";"4.95988065";"52.32690571";"45"
"9/21/2020 12:00:00 AM";"00491";"Science Park Aer";"4.95218495";"52.35478458";"175"
"9/21/2020 12:00:00 AM";"00494";"Science Park Aqua";"4.95416922";"52.35601419";"56"
"9/21/2020 12:00:00 AM";"00505";"Arent Krijtsstraat";"4.95469645";"52.33956859";"211"
"9/21/2020 12:00:00 AM";"00506";"Science Park Terra";"4.95831008";"52.35434856";"63"
"9/21/2020 12:00:00 AM";"00507";"Science Park Terra";"4.95772497";"52.35413972";"40"
"9/21/2020 12:00:00 AM";"00511";"Station Duivendrecht";"4.93682938";"52.32314422";"60"
"9/21/2020 12:00:00 AM";"00512";"Middenweg";"4.93389832";"52.35020413";"35"
"9/21/2020 12:00:00 AM";"00515";"Station Duivendrecht";"4.93669692";"52.32318866";"108"
"9/21/2020 12:00:00 AM";"00518";"Foppingadreef";"4.94967889";"52.31268573";"257"
"9/21/2020 12:00:00 AM";"00529";"Station Science Park";"4.94782063";"52.35230583";"45"
"9/21/2020 12:00:00 AM";"00537";"Linnaeusparkweg";"4.94275809";"52.34924908";"50"
"9/21/2020 12:00:00 AM";"00538";"Station Science Park";"4.94808393";"52.35239669";"170"
"9/21/2020 12:00:00 AM";"00552";"Kraaienneststation";"4.98156548";"52.31686183";"96"
"9/21/2020 12:00:00 AM";"00553";"Kraaienneststation";"4.98073727";"52.31601414";"287"
"9/21/2020 12:00:00 AM";"00554";"Science Park";"4.95088162";"52.35447420";"60"
"9/21/2020 12:00:00 AM";"00555";"Science Park";"4.95033473";"52.35485866";"16"
"9/21/2020 12:00:00 AM";"00556";"C. Mac Gillavrylaan";"4.94469989";"52.35763291";"11"
"9/21/2020 12:00:00 AM";"00557";"C. Mac Gillavrylaan";"4.94421459";"52.35772097";"14"
"9/21/2020 12:00:00 AM";"00560";"Station Bijlmer ArenA";"4.94747867";"52.31125750";"289"
"9/21/2020 12:00:00 AM";"00561";"Station Bijlmer ArenA";"4.94741931";"52.31132918";"474"
"9/21/2020 12:00:00 AM";"00562";"Station Bijlmer ArenA";"4.94736012";"52.31138289";"95"
"9/21/2020 12:00:00 AM";"00568";"Station Bijlmer ArenA";"4.94762664";"52.31112323";"110"
"9/21/2020 12:00:00 AM";"00601";"Van Houtenlaan";"5.03711994";"52.30381828";"24"
"9/21/2020 12:00:00 AM";"00603";"V. Houten Ind.park";"5.03580865";"52.30648376";"40"
"9/21/2020 12:00:00 AM";"00651";"Casparuslaan";"5.03531862";"52.30911571";"54"
"9/21/2020 12:00:00 AM";"00665";"Station Weesp";"5.04383463";"52.31145059";"54"
"9/21/2020 12:00:00 AM";"00675";"J.H.Leopoldhof";"5.03906300";"52.31219161";"16"
"9/21/2020 12:00:00 AM";"00901";"Stammerkamp";"4.98292612";"52.33334103";"32"
"9/21/2020 12:00:00 AM";"00902";"Stammerkamp";"4.98344083";"52.33320797";"44"
"9/21/2020 12:00:00 AM";"00966";"Tureluurweg";"4.97931906";"52.35068393";"55"
"9/21/2020 12:00:00 AM";"00970";"Diemen Noord";"4.98591323";"52.34697657";"15"
"9/21/2020 12:00:00 AM";"00971";"Rietzangerweg";"4.97382833";"52.35084464";"29"
"9/21/2020 12:00:00 AM";"00973";"Vogelweg";"4.97356522";"52.34915403";"60"
"9/21/2020 12:00:00 AM";"00975";"Station Diemen";"4.96742618";"52.34494414";"62"
"9/21/2020 12:00:00 AM";"00976";"Klipperweg";"4.98288824";"52.34878179";"41"
