iter	Passed	Remaining
451	22311	75178
452	22363	75136
453	22430	75148
454	22488	75125
455	22537	75076
456	22590	75037
457	22627	74945
458	22674	74891
459	22731	74865
460	22775	74797
461	22817	74726
462	22861	74657
463	22905	74591
464	22943	74504
465	22996	74466
466	23041	74403
467	23109	74414
468	23149	74336
469	23204	74302
470	23264	74288
471	23324	74272
472	23378	74236
473	23422	74170
474	23499	74209
475	23557	74185
476	23611	74152
477	23646	74055
478	23692	73995
479	23755	73989
480	23803	73932
481	23850	73877
482	23904	73840
483	23961	73815
484	24023	73804
485	24062	73721
486	24108	73661
487	24158	73614
488	24204	73554
489	24245	73479
490	24298	73439
491	24358	73421
492	24411	73381
493	24457	73321
494	24508	73278
495	24547	73197
496	24594	73139
497	24640	73081
498	24699	73059
499	24746	73001
500	24776	72894
501	24829	72855
502	24867	72772
503	24918	72727
504	24985	72729
505	25034	72677
506	25097	72667
507	25162	72664
508	25197	72572
509	25252	72538
510	25277	72419
511	25318	72346
512	25386	72348
513	25425	72269
514	25484	72247
515	25541	72219
516	25597	72189
517	25651	72152
518	25706	72118
519	25738	72018
520	25783	71957
521	25834	71911
522	25891	71882
523	25944	71843
524	25988	71776
525	26046	71751
526	26116	71757
527	26162	71699
528	26213	71654
529	26247	71560
530	26285	71481
531	26332	71424
532	26386	71387
533	26441	71351
534	26485	71288
535	26524	71209
536	26556	71114
537	26605	71064
538	26653	71010
539	26705	70967
540	26768	70954
541	26820	70911
542	26876	70878
543	26915	70801
544	26969	70762
545	27039	70767
546	27095	70735
547	27155	70714
548	27201	70654
549	27230	70551
550	27282	70509
551	27327	70447
552	27376	70397
553	27417	70324
554	27473	70291
555	27512	70215
556	27556	70152
557	27592	70069
558	27640	70017
559	27708	70012
560	27769	69992
561	27821	69948
562	27880	69922
563	27926	69865
564	27964	69788
565	28012	69735
566	28070	69704
567	28129	69680
568	28188	69654
569	28251	69638
570	28311	69614
571	28362	69567
572	28421	69542
573	28468	69485
574	28536	69480
575	28607	69481
576	28654	69425
577	28719	69413
578	28769	69365
579	28819	69316
580	28876	69284
581	28930	69245
582	28973	69179
583	29033	69153
584	29087	69113
585	29147	69088
586	29198	69042
587	29263	69026
588	29311	68974
589	29359	68919
590	29411	68876
591	29459	68820
592	29494	68738
593	29556	68717
594	29608	68672
595	29653	68611
596	29699	68552
597	29754	68515
598	29816	68492
599	29864	68438
600	29935	68439
601	29991	68403
602	30037	68345
603	30094	68311
604	30135	68241
605	30193	68209
606	30250	68175
607	30284	68090
608	30332	68035
609	30384	67990
610	30437	67949
611	30498	67925
612	30554	67888
613	30591	67808
614	30654	67787
615	30730	67797
616	30763	67709
617	30813	67660
618	30867	67619
619	30933	67604
620	30976	67540
621	31028	67493
622	31073	67434
623	31127	67393
624	31188	67366
625	31218	67273
626	31264	67215
627	31300	67136
628	31344	67074
629	31403	67043
630	31461	67012
631	31516	66972
632	31563	66917
633	31599	66837
634	31642	66773
635	31688	66714
636	31754	66698
637	31815	66673
638	31876	66646
639	31951	66648
640	31990	66575
641	32046	66538
642	32100	66497
643	32169	66487
644	32240	66479
645	32289	66427
646	32338	66376
647	32372	66294
648	32413	66225
649	32447	66142
650	32525	66149
651	32593	66136
652	32651	66102
653	32689	66028
654	32755	66011
655	32819	65989
656	32860	65921
657	32925	65900
658	32962	65824
659	33033	65816
660	33081	65763
661	33138	65726
662	33211	65720
663	33276	65700
664	33317	65632
665	33389	65626
666	33439	65574
667	33482	65510
668	33530	65457
669	33565	65378
670	33606	65309
671	33671	65287
672	33702	65201
673	33740	65128
674	33775	65049
675	33826	65000
676	33872	64942
677	33936	64919
678	33975	64847
679	34021	64790
680	34079	64756
681	34136	64718
682	34197	64689
683	34261	64666
684	34318	64628
685	34397	64633
686	34466	64617
687	34534	64601
688	34588	64558
689	34644	64519
690	34693	64465
691	34762	64450
692	34802	64381
693	34864	64353
694	34927	64326
695	34978	64278
696	35017	64207
697	35087	64192
698	35149	64163
699	35196	64107
700	35260	64082
701	35323	64055
702	35388	64030
703	35453	64007
704	35499	63948
705	35587	63966
706	35647	63934
707	35730	63940
708	35780	63889
709	35821	63822
710	35917	63853
711	35976	63817
712	36028	63770
713	36092	63743
714	36128	63666
715	36181	63621
716	36226	63560
717	36291	63536
718	36383	63556
719	36439	63516
720	36492	63470
721	36543	63420
722	36612	63401
723	36683	63384
724	36763	63384
725	36830	63363
726	36888	63324
727	36949	63291
728	37043	63314
729	37120	63309
730	37185	63282
731	37288	63319
732	37351	63287
733	37432	63288
734	37506	63277
735	37556	63223
736	37627	63206
737	37710	63207
738	37800	63223
739	37922	63289
740	38048	63362
741	38140	63378
742	38215	63367
743	38262	63307
744	38357	63328
745	38461	63363
746	38533	63345
747	38597	63314
748	38662	63284
749	38751	63294
750	38813	63258
751	38871	63218
752	38937	63189
753	38981	63124
754	39017	63048
755	39094	63036
756	39140	62977
757	39229	62984
758	39278	62928
759	39336	62886
760	39388	62835
761	39461	62817
762	39525	62784
763	39569	62720
764	39640	62699
765	39728	62705
766	39794	62675
767	39843	62618
768	39911	62591
769	39949	62518
770	40025	62504
771	40094	62478
772	40144	62423
773	40202	62381
774	40271	62355
775	40345	62337
776	40439	62350
777	40482	62284
778	40548	62254
779	40644	62269
780	40735	62276
781	40794	62235
782	40883	62239
783	40965	62231
784	41032	62202
785	41102	62176
786	41149	62116
787	41224	62097
788	41300	62082
789	41358	62038
790	41426	62009
791	41503	61992
792	41549	61931
793	41594	61867
794	41655	61828
795	41716	61788
796	41775	61745
797	41845	61718
798	41914	61690
799	41970	61644
800	42010	61574
801	42081	61547
802	42200	61592
803	42312	61627
804	42405	61632
805	42480	61612
806	42533	61560
807	42612	61544
808	42669	61498
809	42738	61470
810	42793	61420
811	42871	61403
812	42968	61414
813	43045	61394
814	43075	61310
815	43166	61311
816	43214	61250
817	43297	61241
818	43441	61316
819	43482	61246
820	43531	61187
821	43570	61114
822	43624	61063
823	43684	61020
824	43732	60960
825	43808	60939
826	43873	60902
827	43902	60816
828	43977	60793
829	44035	60747
830	44099	60710
831	44134	60631
832	44202	60599
833	44259	60551
834	44315	60502
835	44358	60436
836	44406	60376
837	44481	60352
838	44543	60311
839	44604	60269
840	44650	60206
841	44711	60163
842	44785	60139
843	44848	60099
844	44918	60068
845	45005	60060
846	45089	60047
847	45150	60005
848	45220	59974
849	45307	59965
850	45406	59972
851	45481	59948
852	45541	59903
853	45620	59883
854	45682	59841
855	45742	59796
856	45816	59769
857	45873	59720
858	45928	59669
859	45999	59638
860	46060	59595
861	46116	59545
862	46184	59509
863	46250	59473
864	46315	59433
865	46356	59364
866	46384	59278
867	46421	59203
868	46479	59156
869	46515	59079
870	46579	59039
871	46652	59011
872	46727	58985
873	46791	58944
874	46848	58894
875	46913	58856
876	46990	58831
877	47041	58774
878	47095	58721
879	47164	58687
880	47238	58659
881	47309	58627
882	47382	58597
883	47454	58566
884	47524	58532
885	47589	58493
886	47663	58464
887	47732	58429
888	47794	58385
889	47855	58340
890	47900	58276
891	47975	58248
892	48029	58194
893	48079	58136
894	48131	58080
895	48194	58037
896	48234	57968
897	48305	57934
898	48336	57853
899	48433	57851
900	48516	57831
901	48587	57799
902	48629	57730
903	48692	57687
904	48750	57638
905	48818	57602
906	48883	57560
907	48951	57523
908	49001	57464
909	49030	57382
910	49075	57317
911	49147	57285
912	49176	57201
913	49243	57163
914	49277	57086
915	49335	57037
916	49397	56993
917	49463	56953
918	49520	56903
919	49570	56844
920	49642	56811
921	49702	56764
922	49743	56696
923	49823	56671
924	49885	56627
925	49936	56570
926	49995	56521
927	50046	56464
928	50110	56421
929	50157	56359
930	50193	56285
931	50221	56202
932	50282	56157
933	50326	56092
934	50403	56063
935	50449	56001
936	50520	55966
937	50590	55930
938	50650	55882
939	50707	55832
940	50766	55783
941	50822	55732
942	50881	55683
943	50932	55626
944	50995	55582
945	51065	55545
946	51096	55467
947	51138	55399
948	51205	55360
949	51278	55327
950	51342	55283
951	51394	55227
952	51441	55166
953	51537	55157
954	51609	55122
955	51673	55078
956	51733	55031
957	51811	55002
958	51880	54963
959	51916	54890
960	51942	54807
961	52006	54763
962	52066	54715
963	52115	54655
964	52185	54619
965	52296	54624
966	52354	54574
967	52414	54526
968	52478	54482
969	52549	54445
970	52607	54394
971	52673	54353
972	52729	54300
973	52793	54257
974	52852	54207
975	52920	54167
976	52970	54109
977	53028	54058
978	53110	54032
979	53167	53981
980	53236	53942
981	53306	53903
982	53373	53862
983	53444	53824
984	53499	53771
985	53561	53724
986	53620	53675
987	53688	53633
988	53751	53588
989	53823	53551
990	53910	53529
991	53968	53479
992	54020	53421
993	54089	53382
994	54143	53327
995	54202	53277
996	54257	53223
997	54317	53174
998	54372	53121
999	54412	53052
1000	54448	52979
1001	54507	52930
1002	54548	52862
1003	54611	52816
1004	54666	52762
1005	54710	52698
1006	54782	52661
1007	54836	52606
1008	54891	52552
1009	54979	52529
1010	55067	52507
1011	55190	52517
1012	55275	52492
1013	55345	52452
1014	55400	52398
1015	55458	52347
1016	55489	52270
1017	55594	52262
1018	55655	52214
1019	55696	52147
1020	55726	52069
1021	55769	52004
1022	55800	51928
1023	55839	51858
1024	55909	51818
1025	55936	51738
1026	55995	51688
1027	56051	51634
1028	56090	51566
1029	56140	51507
1030	56178	51438
1031	56229	51379
1032	56292	51333
1033	56368	51298
1034	56412	51234
1035	56473	51186
1036	56543	51145
1037	56607	51099
1038	56646	51031
1039	56694	50970
1040	56733	50901
1041	56758	50821
1042	56808	50763
1043	56871	50715
1044	56912	50649
1045	56983	50609
1046	57056	50571
1047	57115	50520
1048	57173	50469
1049	57216	50405
1050	57262	50343
1051	57317	50288
1052	57365	50228
1053	57428	50181
1054	57458	50106
1055	57498	50039
1056	57579	50007
1057	57629	49949
1058	57671	49883
1059	57741	49843
1060	57781	49775
1061	57815	49704
1062	57851	49633
1063	57890	49565
1064	57917	49488
1065	57966	49429
1066	58027	49380
1067	58081	49325
1068	58145	49279
1069	58194	49220
1070	58250	49167
1071	58328	49133
1072	58387	49082
1073	58458	49041
1074	58500	48977
1075	58547	48916
1076	58600	48861
1077	58677	48825
1078	58739	48777
1079	58796	48725
1080	58858	48676
1081	58923	48630
1082	58993	48589
1083	59045	48532
1084	59082	48464
1085	59129	48403
1086	59171	48339
1087	59207	48269
1088	59268	48220
1089	59340	48180
1090	59399	48129
1091	59438	48062
1092	59494	48009
1093	59551	47956
1094	59597	47895
1095	59659	47847
1096	59708	47788
1097	59752	47725
1098	59807	47672
1099	59855	47612
1100	59891	47543
1101	59930	47476
1102	59977	47416
1103	60022	47354
1104	60055	47283
1105	60106	47226
1106	60161	47172
1107	60208	47112
1108	60251	47049
1109	60310	46998
1110	60386	46961
1111	60433	46901
1112	60480	46840
1113	60533	46786
1114	60587	46731
1115	60686	46710
1116	60738	46654
1117	60772	46584
1118	60825	46529
1119	60877	46473
1120	60938	46423
1121	61004	46378
1122	61060	46325
1123	61101	46260
1124	61170	46218
1125	61239	46173
1126	61278	46108
1127	61320	46044
1128	61374	45990
1129	61426	45934
1130	61478	45877
1131	61536	45826
1132	61569	45755
1133	61618	45697
1134	61670	45641
1135	61739	45598
1136	61796	45545
1137	61852	45492
1138	61893	45428
1139	61945	45372
1140	62014	45328
1141	62051	45261
1142	62097	45201
1143	62150	45146
1144	62220	45103
1145	62275	45049
1146	62308	44979
1147	62358	44921
1148	62428	44878
1149	62490	44830
1150	62553	44782
1151	62610	44729
1152	62689	44692
1153	62747	44641
1154	62790	44578
1155	62856	44532
1156	62883	44458
1157	62925	44395
1158	62978	44340
1159	63039	44290
1160	63075	44223
1161	63122	44163
1162	63177	44110
1163	63228	44053
1164	63293	44006
1165	63356	43958
1166	63433	43919
1167	63510	43880
1168	63562	43825
1169	63626	43777
1170	63717	43747
1171	63771	43693
1172	63813	43630
1173	63864	43573
1174	63937	43532
1175	63998	43481
1176	64072	43440
1177	64128	43387
1178	64177	43329
1179	64239	43279
1180	64304	43232
1181	64350	43172
1182	64434	43138
1183	64485	43080
1184	64541	43027
1185	64609	42982
1186	64664	42928
1187	64714	42870
1188	64783	42825
1189	64855	42783
1190	64914	42731
1191	64966	42675
1192	65021	42620
1193	65108	42587
1194	65180	42544
1195	65253	42501
1196	65321	42456
1197	65372	42399
1198	65448	42358
1199	65516	42312
1200	65573	42260
1201	65634	42209
1202	65721	42175
1203	65798	42134
1204	65882	42098
1205	65932	42041
1206	65981	41983
1207	66010	41912
1208	66073	41863
1209	66113	41799
1210	66181	41752
1211	66229	41693
1212	66284	41639
1213	66341	41586
1214	66398	41533
1215	66460	41483
1216	66520	41432
1217	66575	41377
1218	66638	41328
1219	66695	41274
1220	66781	41239
1221	66825	41178
1222	66895	41132
1223	66959	41083
1224	67020	41032
1225	67079	40980
1226	67151	40936
1227	67207	40882
1228	67288	40843
1229	67369	40805
1230	67432	40755
1231	67476	40693
1232	67549	40650
1233	67591	40587
1234	67637	40527
1235	67704	40480
1236	67755	40423
1237	67810	40368
1238	67881	40323
1239	67941	40272
1240	68002	40220
1241	68087	40183
1242	68178	40150
1243	68249	40105
1244	68330	40065
1245	68390	40013
1246	68454	39963
1247	68493	39899
1248	68545	39843
1249	68611	39794
1250	68670	39742
1251	68734	39692
1252	68800	39644
1253	68868	39596
1254	68948	39555
1255	69029	39516
1256	69096	39468
1257	69154	39414
1258	69212	39361
1259	69271	39308
1260	69330	39255
1261	69387	39202
1262	69440	39146
1263	69518	39104
1264	69574	39049
1265	69633	38997
1266	69700	38948
1267	69746	38888
1268	69803	38834
1269	69861	38781
1270	69934	38736
1271	69984	38678
1272	70012	38608
1273	70070	38555
1274	70114	38494
1275	70165	38437
1276	70219	38381
1277	70259	38318
1278	70316	38264
1279	70379	38213
1280	70447	38165
1281	70522	38121
1282	70593	38075
1283	70659	38026
1284	70706	37966
1285	70744	37902
1286	70786	37840
1287	70853	37792
1288	70890	37727
1289	70929	37664
1290	70976	37604
1291	71037	37553
1292	71063	37482
1293	71106	37421
1294	71176	37374
1295	71236	37322
1296	71314	37279
1297	71385	37232
1298	71453	37184
1299	71521	37136
1300	71567	37076
1301	71618	37019
1302	71681	36968
1303	71748	36919
1304	71796	36860
1305	71842	36801
1306	71907	36751
1307	71945	36687
1308	71992	36628
1309	72044	36572
1310	72100	36517
1311	72167	36469
1312	72236	36420
1313	72302	36371
1314	72369	36322
1315	72436	36273
1316	72512	36228
1317	72567	36173
1318	72633	36123
1319	72675	36062
1320	72728	36006
1321	72777	35948
1322	72837	35895
1323	72863	35826
1324	72904	35764
1325	72984	35721
1326	73064	35678
1327	73100	35614
1328	73147	35555
1329	73198	35498
1330	73283	35458
1331	73332	35400
1332	73368	35335
1333	73421	35279
1334	73486	35229
1335	73560	35183
1336	73602	35122
1337	73665	35071
1338	73732	35021
1339	73797	34971
1340	73865	34922
1341	73922	34868
1342	73996	34821
1343	74076	34778
1344	74151	34732
1345	74197	34673
1346	74255	34619
1347	74302	34560
1348	74346	34500
1349	74383	34436
1350	74440	34382
1351	74524	34340
1352	74578	34285
1353	74610	34219
1354	74669	34166
1355	74730	34113
1356	74801	34065
1357	74871	34017
1358	74940	33968
1359	74993	33912
1360	75056	33860
1361	75102	33801
1362	75144	33740
1363	75216	33692
1364	75290	33646
1365	75346	33591
1366	75415	33542
1367	75499	33500
1368	75574	33453
1369	75637	33402
1370	75718	33357
1371	75777	33304
1372	75843	33254
1373	75893	33196
1374	75947	33140
1375	75991	33080
1376	76035	33020
1377	76074	32958
1378	76137	32906
1379	76200	32854
1380	76259	32801
1381	76300	32739
1382	76377	32693
1383	76445	32643
1384	76517	32595
1385	76599	32551
1386	76687	32510
1387	76739	32453
1388	76783	32393
1389	76838	32338
1390	76899	32285
1391	76960	32232
1392	77036	32186
1393	77105	32136
1394	77172	32086
1395	77235	32033
1396	77307	31985
1397	77380	31937
1398	77439	31883
1399	77497	31829
1400	77582	31786
1401	77622	31724
1402	77685	31672
1403	77740	31616
1404	77794	31560
1405	77902	31526
1406	78005	31490
1407	78055	31432
1408	78131	31385
1409	78195	31333
1410	78272	31286
1411	78329	31231
1412	78389	31178
1413	78466	31131
1414	78535	31081
1415	78601	31029
1416	78660	30975
1417	78714	30919
1418	78770	30864
1419	78811	30802
1420	78843	30738
1421	78887	30678
1422	78935	30619
1423	79003	30569
1424	79036	30505
1425	79099	30452
1426	79153	30396
1427	79192	30335
1428	79270	30287
1429	79340	30238
1430	79415	30190
1431	79468	30133
1432	79521	30077
1433	79595	30028
1434	79649	29972
1435	79678	29907
1436	79737	29852
1437	79784	29794
1438	79840	29738
1439	79871	29674
1440	79918	29615
1441	79973	29560
1442	80049	29512
1443	80112	29459
1444	80155	29399
1445	80226	29349
1446	80262	29287
1447	80309	29228
1448	80351	29168
1449	80390	29106
1450	80443	29050
1451	80514	29000
1452	80580	28949
1453	80633	28892
1454	80670	28830
1455	80738	28779
1456	80793	28723
1457	80845	28667
1458	80911	28615
1459	80972	28562
1460	81038	28510
1461	81089	28453
1462	81140	28396
1463	81170	28332
1464	81212	28271
1465	81275	28219
1466	81329	28163
1467	81354	28097
1468	81385	28033
1469	81430	27974
1470	81470	27913
1471	81500	27849
1472	81524	27783
1473	81584	27729
1474	81625	27669
1475	81705	27622
1476	81753	27564
1477	81806	27508
1478	81844	27447
1479	81895	27390
1480	81941	27332
1481	81980	27271
1482	82028	27213
1483	82079	27157
1484	82134	27101
1485	82190	27046
1486	82247	26991
1487	82332	26946
1488	82382	26889
1489	82453	26839
1490	82498	26780
1491	82546	26722
1492	82632	26677
1493	82684	26620
1494	82724	26560
1495	82776	26504
1496	82829	26448
1497	82916	26402
1498	82980	26349
1499	83032	26293
1500	83079	26235
1501	83115	26174
1502	83174	26120
1503	83211	26058
1504	83253	25999
1505	83304	25942
1506	83331	25878
1507	83379	25821
1508	83425	25762
1509	83482	25708
1510	83546	25655
1511	83588	25596
1512	83654	25544
1513	83718	25491
1514	83755	25430
1515	83792	25369
1516	83858	25317
1517	83915	25263
1518	83959	25204
1519	84007	25147
1520	84057	25090
1521	84104	25032
1522	84154	24975
1523	84193	24915
1524	84222	24852
1525	84247	24788
1526	84324	24739
1527	84369	24681
1528	84403	24620
1529	84452	24562
1530	84505	24507
1531	84558	24451
1532	84620	24398
1533	84668	24340
1534	84714	24282
1535	84742	24220
1536	84791	24162
1537	84838	24105
1538	84880	24046
1539	84935	23991
1540	84964	23929
1541	85015	23872
1542	85058	23814
1543	85100	23755
1544	85151	23699
1545	85217	23646
1546	85258	23587
1547	85316	23533
1548	85375	23479
1549	85427	23423
1550	85477	23367
1551	85521	23309
1552	85577	23254
1553	85614	23194
1554	85666	23138
1555	85732	23086
1556	85771	23026
1557	85830	22972
1558	85885	22917
1559	85940	22862
1560	85971	22800
1561	86011	22741
1562	86071	22688
1563	86117	22630
1564	86147	22568
1565	86189	22510
1566	86236	22453
1567	86278	22394
1568	86323	22337
1569	86386	22284
1570	86464	22235
1571	86529	22182
1572	86583	22127
1573	86616	22066
1574	86657	22008
1575	86697	21949
1576	86732	21889
1577	86785	21833
1578	86823	21774
1579	86869	21717
1580	86910	21658
1581	86960	21602
1582	87004	21544
1583	87059	21490
1584	87094	21430
1585	87144	21374
1586	87202	21319
1587	87261	21265
1588	87321	21212
1589	87377	21157
1590	87436	21103
1591	87490	21048
1592	87549	20994
1593	87584	20934
1594	87654	20883
1595	87685	20822
1596	87736	20766
1597	87789	20711
1598	87843	20656
1599	87888	20598
1600	87944	20544
1601	87990	20487
1602	88036	20430
1603	88094	20375
1604	88146	20320
1605	88186	20261
1606	88254	20210
1607	88299	20153
1608	88368	20101
1609	88411	20043
1610	88457	19986
1611	88495	19927
1612	88540	19870
1613	88604	19817
1614	88654	19761
1615	88721	19709
1616	88781	19655
1617	88849	19603
1618	88912	19550
1619	88951	19492
1620	88998	19435
1621	89070	19384
1622	89136	19332
1623	89179	19274
1624	89235	19220
1625	89270	19160
1626	89326	19106
1627	89394	19054
1628	89435	18996
1629	89475	18938
1630	89544	18886
1631	89586	18828
1632	89629	18771
1633	89677	18714
1634	89721	18657
1635	89781	18603
1636	89847	18551
1637	89910	18498
1638	89973	18444
1639	90018	18388
1640	90055	18329
1641	90119	18276
1642	90182	18223
1643	90247	18170
1644	90316	18118
1645	90366	18062
1646	90426	18008
1647	90485	17954
1648	90527	17896
1649	90566	17838
1650	90624	17784
1651	90687	17731
1652	90715	17671
1653	90757	17613
1654	90805	17557
1655	90841	17499
1656	90900	17445
1657	90961	17391
1658	91027	17338
1659	91076	17282
1660	91132	17227
1661	91192	17174
1662	91245	17118
1663	91318	17067
1664	91377	17013
1665	91423	16956
1666	91496	16905
