"Datum";"AankomstHalteCode";"AankomstHalteNaam";"AankomstLat";"AankomstLon";"AantalReizen"
"10/12/2020 12:00:00 AM";"00147";"Gooioord";"4.96936376";"52.31994711";"99"
"10/12/2020 12:00:00 AM";"00150";"Tulastraat";"4.96535973";"52.31994189";"96"
"10/12/2020 12:00:00 AM";"00151";"Tulastraat";"4.96584458";"52.31985374";"268"
"10/12/2020 12:00:00 AM";"00152";"Florijn";"4.95859163";"52.31758973";"167"
"10/12/2020 12:00:00 AM";"00153";"Florijn";"4.95971907";"52.31778255";"177"
"10/12/2020 12:00:00 AM";"00157";"Dolingadreef";"4.94847023";"52.31925132";"60"
"10/12/2020 12:00:00 AM";"00158";"Dolingadreef";"4.94901581";"52.31895674";"68"
"10/12/2020 12:00:00 AM";"00167";"Hogevecht";"4.95956435";"52.30947729";"70"
"10/12/2020 12:00:00 AM";"00168";"Hogevecht";"4.95997517";"52.30945181";"22"
"10/12/2020 12:00:00 AM";"00169";"Huigenbos";"4.96076438";"52.30666844";"92"
"10/12/2020 12:00:00 AM";"00170";"Huigenbos";"4.96083553";"52.30689339";"20"
"10/12/2020 12:00:00 AM";"00171";"Maasdrielhof";"4.96483898";"52.30220714";"80"
"10/12/2020 12:00:00 AM";"00172";"Holendrechtplein";"4.96402882";"52.29952588";"137"
"10/12/2020 12:00:00 AM";"00178";"Nelson Mandelapark";"4.96403676";"52.31101231";"24"
"10/12/2020 12:00:00 AM";"00179";"Kelbergen";"4.97179997";"52.31351146";"76"
"10/12/2020 12:00:00 AM";"00180";"Kelbergen";"4.97143303";"52.31354612";"86"
"10/12/2020 12:00:00 AM";"00187";"Geinbrug";"5.01277616";"52.30448073";"17"
"10/12/2020 12:00:00 AM";"00197";"Annie Romeinplein";"4.97162041";"52.32173463";"408"
"10/12/2020 12:00:00 AM";"00198";"Annie Romeinplein";"4.96998049";"52.32143226";"40"
"10/12/2020 12:00:00 AM";"00199";"Station Ganzenhoef";"4.97329456";"52.32308866";"118"
"10/12/2020 12:00:00 AM";"00200";"Station Ganzenhoef";"4.97508507";"52.32297807";"65"
"10/12/2020 12:00:00 AM";"00205";"Station Holendrecht";"4.95865657";"52.29716971";"128"
"10/12/2020 12:00:00 AM";"00207";"Rhenenhof";"4.97082721";"52.29838160";"17"
"10/12/2020 12:00:00 AM";"00210";"Hakfort";"4.95541377";"52.30805113";"12"
"10/12/2020 12:00:00 AM";"00211";"Station Holendrecht";"4.95889207";"52.29707170";"29"
"10/12/2020 12:00:00 AM";"00238";"Anton de Komplein";"4.95413359";"52.31603659";"534"
"10/12/2020 12:00:00 AM";"00239";"Anton de Komplein";"4.95597669";"52.31652866";"359"
"10/12/2020 12:00:00 AM";"00250";"Station Diemen Zuid";"4.95668889";"52.33081280";"34"
"10/12/2020 12:00:00 AM";"00251";"Station Diemen Zuid";"4.95681979";"52.33093012";"65"
"10/12/2020 12:00:00 AM";"00252";"Tarwekamp";"4.95487876";"52.33290035";"11"
"10/12/2020 12:00:00 AM";"00253";"Tarwekamp";"4.95472987";"52.33312450";"28"
"10/12/2020 12:00:00 AM";"00256";"Kruidenommegang";"4.93928931";"52.32793505";"11"
"10/12/2020 12:00:00 AM";"00258";"Burg. van Damstraat";"4.94155946";"52.33414518";"22"
"10/12/2020 12:00:00 AM";"00259";"Burg. van Damstraat";"4.94174830";"52.33433463";"16"
"10/12/2020 12:00:00 AM";"00295";"Dalsteindreef";"4.94234237";"52.32482782";"18"
"10/12/2020 12:00:00 AM";"00296";"Dalsteindreef";"4.94241589";"52.32481012";"16"
"10/12/2020 12:00:00 AM";"00305";"Leusdenhof";"4.97849180";"52.30981383";"13"
"10/12/2020 12:00:00 AM";"00306";"Leusdenhof";"4.97837367";"52.30990330";"34"
"10/12/2020 12:00:00 AM";"00314";"Leerdamhof";"4.97526283";"52.30538963";"23"
"10/12/2020 12:00:00 AM";"00321";"Gaasperplas (uitstap)";"4.98513910";"52.31091514";"83"
"10/12/2020 12:00:00 AM";"00330";"Middenweg";"4.93455629";"52.35044932";"71"
"10/12/2020 12:00:00 AM";"00331";"Station Reigersbos";"4.97350466";"52.29737537";"22"
"10/12/2020 12:00:00 AM";"00333";"Schoonhovendreef";"4.97463519";"52.29402687";"35"
"10/12/2020 12:00:00 AM";"00335";"Scherpenzeelstraat";"4.97724033";"52.29287650";"22"
"10/12/2020 12:00:00 AM";"00336";"Schaarsbergenstraat";"4.98158109";"52.29265779";"10"
"10/12/2020 12:00:00 AM";"00337";"Schaarsbergenstraat";"4.98130170";"52.29275570";"29"
"10/12/2020 12:00:00 AM";"00338";"Staverdenplein";"4.98602093";"52.29282573";"10"
"10/12/2020 12:00:00 AM";"00339";"Staverdenplein";"4.98584439";"52.29289703";"30"
"10/12/2020 12:00:00 AM";"00341";"Woudrichemstraat";"4.98882309";"52.29418337";"12"
"10/12/2020 12:00:00 AM";"00343";"W. Gertenbachstraat";"4.98914971";"52.29863342";"21"
"10/12/2020 12:00:00 AM";"00345";"Station Gein";"4.98911240";"52.29625153";"74"
"10/12/2020 12:00:00 AM";"00346";"Station Gein";"4.98935990";"52.29644111";"14"
"10/12/2020 12:00:00 AM";"00351";"Dostojevskisingel";"4.94525272";"52.32275356";"131"
"10/12/2020 12:00:00 AM";"00352";"Dostojevskisingel";"4.94457408";"52.32314649";"59"
"10/12/2020 12:00:00 AM";"00364";"Boven Rijkersloot";"4.95497934";"52.33462636";"15"
"10/12/2020 12:00:00 AM";"00365";"Boven Rijkersloot";"4.95544506";"52.33501454";"25"
"10/12/2020 12:00:00 AM";"00371";"Plataanstraat";"4.94103424";"52.33239059";"31"
"10/12/2020 12:00:00 AM";"00419";"Wamelstraat";"4.98591342";"52.30148959";"25"
"10/12/2020 12:00:00 AM";"00420";"Wamelstraat";"4.98556075";"52.30157827";"10"
"10/12/2020 12:00:00 AM";"00421";"Veenendaalplein";"4.98085559";"52.30147232";"43"
"10/12/2020 12:00:00 AM";"00432";"Diemerbrug";"4.96142958";"52.33824484";"286"
"10/12/2020 12:00:00 AM";"00434";"Bijlmerplein";"4.95032022";"52.31457553";"212"
"10/12/2020 12:00:00 AM";"00436";"Industrieweg";"4.94609590";"52.33533058";"16"
"10/12/2020 12:00:00 AM";"00437";"Industrieweg";"4.94540223";"52.33574143";"12"
"10/12/2020 12:00:00 AM";"00441";"Muiderpoortstation";"4.93254137";"52.36088532";"256"
"10/12/2020 12:00:00 AM";"00442";"Beukenhorst";"4.96005659";"52.33759278";"22"
"10/12/2020 12:00:00 AM";"00443";"Beukenhorst";"4.96005866";"52.33737708";"62"
"10/12/2020 12:00:00 AM";"00444";"Linnaeusstraat";"4.92490296";"52.35991203";"355"
"10/12/2020 12:00:00 AM";"00453";"Diemen Sniep";"4.96964866";"52.33644962";"201"
"10/12/2020 12:00:00 AM";"00464";"Hogeschool InHolland";"4.95958754";"52.32687769";"78"
"10/12/2020 12:00:00 AM";"00465";"Hogeschool InHolland";"4.95988065";"52.32690571";"35"
"10/12/2020 12:00:00 AM";"00491";"Science Park Aer";"4.95218495";"52.35478458";"145"
"10/12/2020 12:00:00 AM";"00494";"Science Park Aqua";"4.95416922";"52.35601419";"29"
"10/12/2020 12:00:00 AM";"00505";"Arent Krijtsstraat";"4.95469645";"52.33956859";"173"
"10/12/2020 12:00:00 AM";"00506";"Science Park Terra";"4.95831008";"52.35434856";"39"
"10/12/2020 12:00:00 AM";"00507";"Science Park Terra";"4.95772497";"52.35413972";"40"
"10/12/2020 12:00:00 AM";"00511";"Station Duivendrecht";"4.93682938";"52.32314422";"52"
"10/12/2020 12:00:00 AM";"00512";"Middenweg";"4.93389832";"52.35020413";"33"
"10/12/2020 12:00:00 AM";"00515";"Station Duivendrecht";"4.93669692";"52.32318866";"73"
"10/12/2020 12:00:00 AM";"00518";"Foppingadreef";"4.94967889";"52.31268573";"183"
"10/12/2020 12:00:00 AM";"00526";"Provincialeweg";"4.97270608";"52.32799392";"10"
"10/12/2020 12:00:00 AM";"00529";"Station Science Park";"4.94782063";"52.35230583";"12"
"10/12/2020 12:00:00 AM";"00537";"Linnaeusparkweg";"4.94275809";"52.34924908";"38"
"10/12/2020 12:00:00 AM";"00538";"Station Science Park";"4.94808393";"52.35239669";"88"
"10/12/2020 12:00:00 AM";"00552";"Kraaienneststation";"4.98156548";"52.31686183";"85"
"10/12/2020 12:00:00 AM";"00553";"Kraaienneststation";"4.98073727";"52.31601414";"252"
"10/12/2020 12:00:00 AM";"00554";"Science Park";"4.95088162";"52.35447420";"52"
"10/12/2020 12:00:00 AM";"00556";"C. Mac Gillavrylaan";"4.94469989";"52.35763291";"12"
"10/12/2020 12:00:00 AM";"00557";"C. Mac Gillavrylaan";"4.94421459";"52.35772097";"10"
"10/12/2020 12:00:00 AM";"00560";"Station Bijlmer ArenA";"4.94747867";"52.31125750";"229"
"10/12/2020 12:00:00 AM";"00561";"Station Bijlmer ArenA";"4.94741931";"52.31132918";"386"
"10/12/2020 12:00:00 AM";"00562";"Station Bijlmer ArenA";"4.94736012";"52.31138289";"77"
"10/12/2020 12:00:00 AM";"00568";"Station Bijlmer ArenA";"4.94762664";"52.31112323";"104"
"10/12/2020 12:00:00 AM";"00571";"Stationsweg";"4.93111222";"52.32424579";"13"
"10/12/2020 12:00:00 AM";"00601";"Van Houtenlaan";"5.03711994";"52.30381828";"20"
"10/12/2020 12:00:00 AM";"00651";"Casparuslaan";"5.03531862";"52.30911571";"47"
"10/12/2020 12:00:00 AM";"00665";"Station Weesp";"5.04383463";"52.31145059";"54"
"10/12/2020 12:00:00 AM";"00675";"J.H.Leopoldhof";"5.03906300";"52.31219161";"13"
"10/12/2020 12:00:00 AM";"00901";"Stammerkamp";"4.98292612";"52.33334103";"22"
"10/12/2020 12:00:00 AM";"00902";"Stammerkamp";"4.98344083";"52.33320797";"33"
"10/12/2020 12:00:00 AM";"00966";"Tureluurweg";"4.97931906";"52.35068393";"39"
"10/12/2020 12:00:00 AM";"00971";"Rietzangerweg";"4.97382833";"52.35084464";"21"
"10/12/2020 12:00:00 AM";"00973";"Vogelweg";"4.97356522";"52.34915403";"37"
"10/12/2020 12:00:00 AM";"00975";"Station Diemen";"4.96742618";"52.34494414";"42"
"10/12/2020 12:00:00 AM";"00976";"Klipperweg";"4.98288824";"52.34878179";"30"
"10/12/2020 12:00:00 AM";"00979";"Meerkoet";"4.97635516";"52.35217463";"46"
"10/12/2020 12:00:00 AM";"00985";"Winkelcentrum";"4.96422695";"52.34186794";"99"
"10/12/2020 12:00:00 AM";"00986";"Prins Bernhardlaan";"4.96813694";"52.33805308";"24"
"10/12/2020 12:00:00 AM";"00989";"Martin L.Kinglaan";"4.96563784";"52.34318518";"29"
"10/12/2020 12:00:00 AM";"00990";"Martin L.Kinglaan";"4.96527201";"52.34307603";"13"
"10/12/2020 12:00:00 AM";"00991";"Station Diemen";"4.96784657";"52.34549388";"20"
"10/12/2020 12:00:00 AM";"00992";"Pr. Beatrixlaan";"4.96770879";"52.33988506";"41"
"10/12/2020 12:00:00 AM";"00994";"Burg. Bickerstraat";"4.96278104";"52.34115273";"15"
"10/12/2020 12:00:00 AM";"00998";"Vinkenbrug";"4.97878537";"52.33371328";"33"
"10/12/2020 12:00:00 AM";"00999";"Vinkenbrug";"4.97831599";"52.33370267";"59"
"10/12/2020 12:00:00 AM";"01001";"Hilversumstraat";"4.95884418";"52.39025625";"132"
"10/12/2020 12:00:00 AM";"01002";"Hilversumstraat";"4.95898142";"52.38973546";"103"
"10/12/2020 12:00:00 AM";"01005";"Volendammerweg";"4.95680438";"52.39306199";"194"
"10/12/2020 12:00:00 AM";"01006";"Purmerweg";"4.94847513";"52.39002955";"27"
"10/12/2020 12:00:00 AM";"01007";"Purmerweg";"4.94871052";"52.38999448";"86"
"10/12/2020 12:00:00 AM";"01058";"Purmerplein";"4.94586747";"52.39078382";"13"
"10/12/2020 12:00:00 AM";"01059";"Purmerplein";"4.94569441";"52.39045962";"76"
"10/12/2020 12:00:00 AM";"01060";"Wervershoofstraat";"4.94038537";"52.39249788";"26"
"10/12/2020 12:00:00 AM";"01061";"Wervershoofstraat";"4.93954583";"52.39271041";"59"
"10/12/2020 12:00:00 AM";"01062";"Nieuwe Purmerweg";"4.93413606";"52.39448737";"11"
"10/12/2020 12:00:00 AM";"01063";"Nieuwe Purmerweg";"4.93450646";"52.39418321";"52"
"10/12/2020 12:00:00 AM";"01064";"Het Breed";"4.93243679";"52.39830061";"12"
"10/12/2020 12:00:00 AM";"01068";"Ilperveldstraat";"4.94516476";"52.39496045";"24"
"10/12/2020 12:00:00 AM";"01069";"De Egmondenstraat";"4.94948278";"52.39361036";"34"
"10/12/2020 12:00:00 AM";"01070";"De Egmondenstraat";"4.94809704";"52.39409057";"77"
"10/12/2020 12:00:00 AM";"01071";"Waterlandplein";"4.95393688";"52.39183820";"108"
"10/12/2020 12:00:00 AM";"01076";"Waterlandplein";"4.95247364";"52.39274059";"262"
"10/12/2020 12:00:00 AM";"01077";"Dijkmanshuizenstraat";"4.95440778";"52.39627083";"37"
"10/12/2020 12:00:00 AM";"01078";"Dijkmanshuizenstraat";"4.95475323";"52.39549915";"177"
"10/12/2020 12:00:00 AM";"01091";"Beemsterstraat";"4.95105959";"52.39759770";"65"
"10/12/2020 12:00:00 AM";"01100";"Bakkerswaal";"4.93759657";"52.40239170";"10"
"10/12/2020 12:00:00 AM";"01101";"Bakkerswaal";"4.93728965";"52.40222876";"17"
"10/12/2020 12:00:00 AM";"01103";"Amerbos";"4.94140690";"52.40340373";"24"
"10/12/2020 12:00:00 AM";"01104";"Amerbos";"4.94255700";"52.40301260";"22"
"10/12/2020 12:00:00 AM";"01106";"Spelderholt";"4.94423483";"52.40127528";"29"
"10/12/2020 12:00:00 AM";"01107";"Spelderholt";"4.94419255";"52.40109537";"45"
"10/12/2020 12:00:00 AM";"01108";"J. Drijverweg";"4.94437079";"52.39943333";"62"
"10/12/2020 12:00:00 AM";"01109";"J. Drijverweg";"4.94420701";"52.39964842";"96"
"10/12/2020 12:00:00 AM";"01110";"Rode Kruisstraat";"4.92847908";"52.39455548";"25"
"10/12/2020 12:00:00 AM";"01111";"Rode Kruisstraat";"4.92881363";"52.39488033";"68"
"10/12/2020 12:00:00 AM";"01112";"Waddenweg";"4.92695639";"52.39263520";"13"
"10/12/2020 12:00:00 AM";"01116";"Merelstraat";"4.92492850";"52.38986809";"30"
"10/12/2020 12:00:00 AM";"01117";"Merelstraat";"4.92505977";"52.38995848";"33"
"10/12/2020 12:00:00 AM";"01121";"Hamerstraat";"4.92100278";"52.38600598";"17"
"10/12/2020 12:00:00 AM";"01122";"Havikslaan";"4.91829259";"52.38532121";"11"
"10/12/2020 12:00:00 AM";"01123";"Havikslaan";"4.91760530";"52.38503088";"34"
"10/12/2020 12:00:00 AM";"01124";"Valkenweg";"4.91327814";"52.38309927";"18"
"10/12/2020 12:00:00 AM";"01136";"Bundlaan";"4.90249488";"52.38869090";"12"
"10/12/2020 12:00:00 AM";"01151";"Mosplein";"4.91407704";"52.39357310";"146"
"10/12/2020 12:00:00 AM";"01155";"Mosplein";"4.91358361";"52.39300490";"95"
"10/12/2020 12:00:00 AM";"01156";"Sneeuwbalstraat";"4.91395944";"52.39633184";"45"
"10/12/2020 12:00:00 AM";"01158";"Sneeuwbalstraat";"4.91413517";"52.39638647";"100"
"10/12/2020 12:00:00 AM";"01166";"Barkpad";"4.91174689";"52.40262332";"97"
"10/12/2020 12:00:00 AM";"01167";"Tjalkstraat";"4.91007632";"52.40492643";"104"
"10/12/2020 12:00:00 AM";"01168";"Tjalkstraat";"4.91116991";"52.40572174";"247"
"10/12/2020 12:00:00 AM";"01171";"Voordek";"4.91677702";"52.41048960";"67"
"10/12/2020 12:00:00 AM";"01172";"Voordek";"4.91743292";"52.41100450";"109"
"10/12/2020 12:00:00 AM";"01173";"Tussendek";"4.91923925";"52.41253056";"100"
"10/12/2020 12:00:00 AM";"01174";"Tussendek";"4.91996775";"52.41313560";"54"
"10/12/2020 12:00:00 AM";"01175";"Staghof";"4.92253391";"52.41370293";"53"
"10/12/2020 12:00:00 AM";"01176";"Staghof";"4.92294855";"52.41340796";"17"
"10/12/2020 12:00:00 AM";"01177";"Masthof";"4.92557694";"52.41224085";"97"
"10/12/2020 12:00:00 AM";"01178";"Masthof";"4.92600624";"52.41194593";"26"
"10/12/2020 12:00:00 AM";"01179";"Grootzeil";"4.92427558";"52.40878453";"128"
"10/12/2020 12:00:00 AM";"01180";"Grootzeil";"4.92316491";"52.40818700";"27"
"10/12/2020 12:00:00 AM";"01188";"Barkpad";"4.91148172";"52.40268517";"21"
"10/12/2020 12:00:00 AM";"01189";"Pinksterbloemstraat";"4.91221693";"52.39852684";"31"
"10/12/2020 12:00:00 AM";"01191";"Pinksterbloemstraat";"4.91203754";"52.39881372";"100"
"10/12/2020 12:00:00 AM";"01194";"Slijperweg";"4.90768400";"52.39921860";"57"
"10/12/2020 12:00:00 AM";"01199";"Klaprozenweg";"4.89670788";"52.40322709";"218"
"10/12/2020 12:00:00 AM";"01200";"Klaprozenweg";"4.89588253";"52.40344836";"30"
"10/12/2020 12:00:00 AM";"01203";"Meteorensingel";"4.89157478";"52.41021609";"90"
"10/12/2020 12:00:00 AM";"01204";"Meteorensingel";"4.89107380";"52.41033083";"17"
"10/12/2020 12:00:00 AM";"01205";"Maanstraat";"4.88734967";"52.41214866";"99"
"10/12/2020 12:00:00 AM";"01206";"Maanstraat";"4.88683437";"52.41222737";"20"
"10/12/2020 12:00:00 AM";"01208";"Meteorenweg";"4.88139638";"52.41479272";"60"
"10/12/2020 12:00:00 AM";"01209";"Meteorenweg";"4.88130901";"52.41472045";"13"
"10/12/2020 12:00:00 AM";"01211";"Kometensingel";"4.88284527";"52.41663238";"60"
"10/12/2020 12:00:00 AM";"01212";"Oostzanerdijk";"4.88149588";"52.42023965";"75"
"10/12/2020 12:00:00 AM";"01214";"Bovenkruier";"4.88405513";"52.42011573";"128"
"10/12/2020 12:00:00 AM";"01215";"Bovenkruier";"4.88414138";"52.42028686";"24"
"10/12/2020 12:00:00 AM";"01216";"Petmolen";"4.88552082";"52.41790200";"84"
"10/12/2020 12:00:00 AM";"01219";"Petmolen";"4.88623439";"52.41719500";"18"
"10/12/2020 12:00:00 AM";"01223";"Standerdmolen";"4.89327050";"52.41630780";"51"
"10/12/2020 12:00:00 AM";"01225";"Appelweg";"4.89540742";"52.41580439";"10"
"10/12/2020 12:00:00 AM";"01226";"Druivenstraat";"4.89870428";"52.41274426";"11"
"10/12/2020 12:00:00 AM";"01227";"Druivenstraat";"4.89810627";"52.41232837";"21"
"10/12/2020 12:00:00 AM";"01228";"Ananasplein";"4.89555645";"52.41032256";"26"
"10/12/2020 12:00:00 AM";"01229";"Ananasplein";"4.89611082";"52.41069335";"22"
"10/12/2020 12:00:00 AM";"01237";"Beemsterstraat";"4.95210741";"52.39712521";"211"
"10/12/2020 12:00:00 AM";"01277";"Statenjachtstraat";"4.91364478";"52.40790666";"104"
"10/12/2020 12:00:00 AM";"01278";"Statenjachtstraat";"4.91380643";"52.40790731";"217"
"10/12/2020 12:00:00 AM";"01305";"Station Noord";"4.93215715";"52.40264056";"84"
"10/12/2020 12:00:00 AM";"01314";"Station Noord";"4.93342661";"52.40207921";"19"
"10/12/2020 12:00:00 AM";"01315";"Station Noord";"4.93339740";"52.40206112";"245"
"10/12/2020 12:00:00 AM";"01316";"Station Noord";"4.93336820";"52.40204304";"115"
"10/12/2020 12:00:00 AM";"01328";"Winkelcentrum";"4.93733535";"52.39772613";"54"
"10/12/2020 12:00:00 AM";"01329";"Stenendokweg";"4.89310573";"52.40867661";"163"
"10/12/2020 12:00:00 AM";"01330";"Stenendokweg";"4.89295540";"52.40766038";"33"
"10/12/2020 12:00:00 AM";"01339";"G.J. Scheurleerweg";"4.92911695";"52.40391408";"20"
"10/12/2020 12:00:00 AM";"01340";"G.J. Scheurleerweg";"4.92914820";"52.40373445";"27"
"10/12/2020 12:00:00 AM";"01351";"Oosterlengte";"4.92232257";"52.40582894";"35"
"10/12/2020 12:00:00 AM";"01352";"Oosterlengte";"4.92206974";"52.40611555";"133"
"10/12/2020 12:00:00 AM";"01353";"BovenIJ ziekenhuis";"4.92002004";"52.40538848";"42"
"10/12/2020 12:00:00 AM";"01354";"BovenIJ ziekenhuis";"4.92010489";"52.40570338";"78"
"10/12/2020 12:00:00 AM";"01359";"Molenwijk";"4.89361832";"52.41807082";"179"
"10/12/2020 12:00:00 AM";"01360";"Buiksloterwegveer";"4.90574018";"52.38338343";"12"
"10/12/2020 12:00:00 AM";"01361";"Molenwijk";"4.89363353";"52.41802595";"53"
"10/12/2020 12:00:00 AM";"01362";"Molenwijk";"4.89364883";"52.41797209";"62"
"10/12/2020 12:00:00 AM";"01363";"Buikslotermeerplein";"4.93968364";"52.39943369";"270"
"10/12/2020 12:00:00 AM";"01364";"Buikslotermeerplein";"4.93887054";"52.39992493";"210"
"10/12/2020 12:00:00 AM";"01388";"Liergouw";"4.97048749";"52.38308071";"18"
"10/12/2020 12:00:00 AM";"01389";"Liergouw";"4.97076402";"52.38335131";"35"
"10/12/2020 12:00:00 AM";"01402";"Floraweg";"4.90614362";"52.39899665";"107"
"10/12/2020 12:00:00 AM";"01403";"Distelweg";"4.90268094";"52.39451567";"49"
"10/12/2020 12:00:00 AM";"01412";"Meidoornplein";"4.91107328";"52.38735957";"15"
"10/12/2020 12:00:00 AM";"01414";"Olof Palmeplein";"4.94012168";"52.39679298";"345"
"10/12/2020 12:00:00 AM";"01415";"Olof Palmeplein";"4.94016685";"52.39668530";"16"
"10/12/2020 12:00:00 AM";"01417";"Johan v.Hasseltweg";"4.92309870";"52.38784770";"69"
"10/12/2020 12:00:00 AM";"01422";"Noorderpark";"4.91956087";"52.38902016";"151"
"10/12/2020 12:00:00 AM";"01423";"Noorderpark";"4.91921998";"52.38930641";"61"
"10/12/2020 12:00:00 AM";"01443";"Volendammerweg";"4.95697086";"52.39255928";"305"
"10/12/2020 12:00:00 AM";"01446";"Johan v.Hasseltweg";"4.92323015";"52.38792012";"53"
