"Datum";"AankomstHalteCode";"AankomstHalteNaam";"AankomstLat";"AankomstLon";"AantalReizen"
"10/5/2020 12:00:00 AM";"";"Overig";"";"";"4044"
"10/5/2020 12:00:00 AM";"[[ Onb";"[[ Onbekend ]]";"0.00000000";"0.00000000";"7115"
"10/5/2020 12:00:00 AM";"00001";"Muiderpoortstation";"4.93287450";"52.36132700";"68"
"10/5/2020 12:00:00 AM";"00005";"Muiderpoortstation";"4.93280219";"52.36121887";"281"
"10/5/2020 12:00:00 AM";"00006";"Muiderpoortstation";"4.93368466";"52.36106048";"181"
"10/5/2020 12:00:00 AM";"00007";"Muiderpoortstation";"4.93356602";"52.36117686";"539"
"10/5/2020 12:00:00 AM";"00008";"Dapperstraat";"4.92977913";"52.36110836";"813"
"10/5/2020 12:00:00 AM";"00010";"Dapperstraat";"4.92891486";"52.36092527";"266"
"10/5/2020 12:00:00 AM";"00014";"Wijttenbachstraat";"4.92507537";"52.36027221";"170"
"10/5/2020 12:00:00 AM";"00017";"Linnaeusstraat";"4.92573745";"52.36013099";"137"
"10/5/2020 12:00:00 AM";"00018";"Diemerknoop";"5.00286153";"52.33537576";"77"
"10/5/2020 12:00:00 AM";"00019";"Diemerknoop";"5.00296377";"52.33543002";"84"
"10/5/2020 12:00:00 AM";"00020";"Beukenweg";"4.91674979";"52.35906203";"271"
"10/5/2020 12:00:00 AM";"00021";"Beukenweg";"4.91721293";"52.35829991";"610"
"10/5/2020 12:00:00 AM";"00023";"Beukenplein";"4.91809259";"52.35701816";"182"
"10/5/2020 12:00:00 AM";"00024";"Beukenplein";"4.91807544";"52.35725177";"44"
"10/5/2020 12:00:00 AM";"00029";"Oostpoort";"4.92719316";"52.35707185";"426"
"10/5/2020 12:00:00 AM";"00030";"Oostpoort";"4.92694026";"52.35739442";"436"
"10/5/2020 12:00:00 AM";"00039";"Hogeweg";"4.93084015";"52.35358075";"124"
"10/5/2020 12:00:00 AM";"00040";"Hogeweg";"4.93135765";"52.35321425";"165"
"10/5/2020 12:00:00 AM";"00041";"Maxwellstraat";"4.93019273";"52.34803283";"35"
"10/5/2020 12:00:00 AM";"00044";"Fizeaustraat";"4.92432897";"52.34597881";"68"
"10/5/2020 12:00:00 AM";"00046";"Fizeaustraat";"4.92463808";"52.34589015";"53"
"10/5/2020 12:00:00 AM";"00048";"Lorentzlaan";"4.93197648";"52.34582872";"30"
"10/5/2020 12:00:00 AM";"00051";"Pekelharingstraat";"4.93652909";"52.34551360";"50"
"10/5/2020 12:00:00 AM";"00052";"Pekelharingstraat";"4.93677583";"52.34578417";"22"
"10/5/2020 12:00:00 AM";"00053";"Kruislaan";"4.93967974";"52.34742196";"95"
"10/5/2020 12:00:00 AM";"00054";"Kruislaan";"4.93899299";"52.34712277";"12"
"10/5/2020 12:00:00 AM";"00059";"Radioweg";"4.93945830";"52.35337100";"161"
"10/5/2020 12:00:00 AM";"00060";"Radioweg";"4.93979325";"52.35363291";"61"
"10/5/2020 12:00:00 AM";"00061";"Archimedesweg";"4.93965454";"52.35574450";"62"
"10/5/2020 12:00:00 AM";"00062";"Archimedesweg";"4.93987652";"52.35556558";"22"
"10/5/2020 12:00:00 AM";"00065";"Hugo de Vrieslaan";"4.93487340";"52.35101676";"142"
"10/5/2020 12:00:00 AM";"00066";"Hugo de Vrieslaan";"4.93540468";"52.35073118";"60"
"10/5/2020 12:00:00 AM";"00070";"Kruislaan";"4.93993910";"52.34789929";"244"
"10/5/2020 12:00:00 AM";"00071";"Kruislaan";"4.94045564";"52.34761364";"32"
"10/5/2020 12:00:00 AM";"00074";"Brinkstraat";"4.94797289";"52.34285131";"257"
"10/5/2020 12:00:00 AM";"00076";"Brinkstraat";"4.94742604";"52.34324474";"42"
"10/5/2020 12:00:00 AM";"00079";"Zaaiersweg";"4.93840610";"52.33984947";"34"
"10/5/2020 12:00:00 AM";"00080";"Zaaiersweg";"4.93948574";"52.33900871";"45"
"10/5/2020 12:00:00 AM";"00113";"Dennenrode";"4.95124546";"52.32191297";"46"
"10/5/2020 12:00:00 AM";"00114";"Dennenrode";"4.95213839";"52.32209601";"195"
"10/5/2020 12:00:00 AM";"00116";"Station Ganzenhoef";"4.97272915";"52.32237665";"242"
"10/5/2020 12:00:00 AM";"00118";"Echtenstein";"4.95952116";"52.32463051";"87"
"10/5/2020 12:00:00 AM";"00119";"Echtenstein";"4.95972461";"52.32482898";"29"
